"procedure_name","definition_type","line_number","duplicate_occurrences","parameter_count","parameters","source_tables","write_targets","local_staging_objects","called_procedures","user_functions","logic_profile","data_flow_summary","statement_counts"
"[dbo].[sp_WorkshopWiseAllocatedDataOutcomeSummary]","CREATE","217879","1","9","@Zone nvarchar(max) | @DealerID nvarchar(max) | @Region nvarchar(max) | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @ServiceType nvarchar(max) | @DealerChannel nvarchar(max) | @UserId bigint=0 | @vehicleType int =0","[UserMaster] | [ZoneandRegionWiseAllocatedDataOutcomeSummaryReadupdate] | [SMRServiceTypeMaster] | [DealersMaster]","","@tbl_DealerID | @tbl_ChannelD | @tbl_Zone | @tbl_Region | @tbl_DealerChannel | @tbl_ServiceType | @ZoneandRegionWiseAllocatedDataOutcomeSummary","","","conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[ZoneandRegionWiseAllocatedDataOutcomeSummaryReadupdate]`, `[SMRServiceTypeMaster]`, `[DealersMaster]`. Intermediate staging uses `@tbl_DealerID`, `@tbl_ChannelD`, `@tbl_Zone`, `@tbl_Region`, `@tbl_DealerChannel`, `@tbl_ServiceType`, `@ZoneandRegionWiseAllocatedDataOutcomeSummary`.","SELECT 24; INSERT 9; UPDATE 0; DELETE 0; MERGE 0; EXEC 2"
"[dbo].[sp_WorkshopWiseAllocatedDataOutcomeSummaryback]","CREATE","218467","1","7","@Zone nvarchar(max) | @DealerID nvarchar(max) | @Region nvarchar(max) | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @ServiceType nvarchar(max) | @DealerChannel nvarchar(max","[ZoneandRegionWiseAllocatedDataOutcomeSummaryReadupdate] | [DealersMaster]","","@tbl_DealerID | @tbl_Channel | @tbl_Zone | @tbl_Region | @tbl_DealerChannel | @tbl_ServiceType | @ZoneandRegionWiseAllocatedDataOutcomeSummaryReadupdate","","","conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[ZoneandRegionWiseAllocatedDataOutcomeSummaryReadupdate]`, `[DealersMaster]`. Intermediate staging uses `@tbl_DealerID`, `@tbl_Channel`, `@tbl_Zone`, `@tbl_Region`, `@tbl_DealerChannel`, `@tbl_ServiceType`, `@ZoneandRegionWiseAllocatedDataOutcomeSummaryReadupdate`.","SELECT 24; INSERT 12; UPDATE 0; DELETE 2; MERGE 0; EXEC 0"
"[dbo].[sp_workshopwiseewcrosssellconversionreport]","CREATE","218615","1","7","@CampaignId int | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @UserId int | @DealerId nvarchar(max) | @vehiclechannel int = 0 | @DealerChannel nvarchar(max) = '[]'","[UserMaster] | [CrossSellDisposition] | [SMRLead] | [dealersmaster] | [split_string]","","@tbl_dealerID | @Filter | @tbl_DealerChannel","","[dbo].[GetDate]","conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[CrossSellDisposition]`, `[SMRLead]`, `[dealersmaster]`, `[split_string]`. Intermediate staging uses `@tbl_dealerID`, `@Filter`, `@tbl_DealerChannel`.","SELECT 23; INSERT 5; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[sp_workshopwiseewcrosssellconversionreport20032024]","CREATE","219256","1","5","@CampaignId int | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @UserId int | @DealerId nvarchar(max","[UserMaster] | [CrossSellDisposition] | [SMRLead] | [dealersmaster]","","@tbl_dealerID","","[dbo].[GetDate]","conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[CrossSellDisposition]`, `[SMRLead]`, `[dealersmaster]`. Intermediate staging uses `@tbl_dealerID`.","SELECT 7; INSERT 1; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[sp_WorkshopWiseProductivityReportSummary]","CREATE","219398","1","8","@Zone nvarchar(max) | @DealerID nvarchar(max) | @Region nvarchar(max) | @FromDate nvarchar(max) | @ToDate nvarchar(max) | @ServiceType nvarchar(max) | @DealerChannel nvarchar(max) | @UserId bigint=0","[UserMaster] | [ZoneandRegionWiseAllocatedDataOutcomeReadupdateLastAttempt] | [SMRServiceTypeMaster] | [DealersMaster]","","@tbl_DealerID | @tbl_Zone | @tbl_Region | @tbl_ServiceType | @tbl_ChannelD | @tbl_DealerChannel | @ZoneandRegionWiseAllocatedDataOutcomeReadupdateLastAttempt | @TotalUserAchive","","","conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[ZoneandRegionWiseAllocatedDataOutcomeReadupdateLastAttempt]`, `[SMRServiceTypeMaster]`, `[DealersMaster]`. Intermediate staging uses `@tbl_DealerID`, `@tbl_Zone`, `@tbl_Region`, `@tbl_ServiceType`, `@tbl_ChannelD`, `@tbl_DealerChannel`, `@ZoneandRegionWiseAllocatedDataOutcomeReadupdateLastAttempt`, `@TotalUserAchive`.","SELECT 30; INSERT 10; UPDATE 0; DELETE 0; MERGE 0; EXEC 2"
"[dbo].[sp_WorkshopWiseProductivityReportSummaryback]","CREATE","219757","1","7","@Zone nvarchar(max) | @DealerID nvarchar(max) | @Region nvarchar(max) | @FromDate nvarchar(max) | @ToDate nvarchar(max) | @ServiceType nvarchar(max) | @DealerChannel nvarchar(max","[ZoneandRegionWiseAllocatedDataOutcomeReadupdateLastAttempt] | [UserMaster] | [DealersMaster]","","@tbl_DealerID | @tbl_Channel | @tbl_Zone | @tbl_Region | @ZoneandRegionWiseAllocatedDataOutcomeReadupdateLastAttempt | @TotalUserAchive","","","conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[ZoneandRegionWiseAllocatedDataOutcomeReadupdateLastAttempt]`, `[UserMaster]`, `[DealersMaster]`. Intermediate staging uses `@tbl_DealerID`, `@tbl_Channel`, `@tbl_Zone`, `@tbl_Region`, `@ZoneandRegionWiseAllocatedDataOutcomeReadupdateLastAttempt`, `@TotalUserAchive`.","SELECT 21; INSERT 6; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[sp_zoneandregionappointmentcancellationsummaryreport]","CREATE","219942","1","4","@UserId bigint | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max","","","","","","read-only retrieval","Reads and returns data from input parameters and internal expressions.","SELECT 1; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[sp_zoneandregionewcrosssellconversionreport]","CREATE","219965","1","7","@CampaignId int | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @UserId int | @DealerId nvarchar(max) | @vehiclechannel int = 0 | @DealerChannel nvarchar(max) = '[]'","[UserMaster] | [CrossSellDisposition] | [SMRLead] | [dealersmaster] | [split_string]","","@tbl_dealerID | @tbl_DealerChannel","","[dbo].[GetDate]","conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[CrossSellDisposition]`, `[SMRLead]`, `[dealersmaster]`, `[split_string]`. Intermediate staging uses `@tbl_dealerID`, `@tbl_DealerChannel`.","SELECT 11; INSERT 2; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[sp_zoneandregionewcrosssellconversionreport123]","CREATE","220243","1","5","@CampaignId int | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @UserId int | @DealerId nvarchar(max","[UserMaster] | [CrossSellDisposition] | [SMRLead] | [dealersmaster]","","@tbl_dealerID","","","conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[CrossSellDisposition]`, `[SMRLead]`, `[dealersmaster]`. Intermediate staging uses `@tbl_dealerID`.","SELECT 4; INSERT 1; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[sp_zoneandregionewcrosssellconversionreport28092024]","CREATE","220327","1","5","@CampaignId int | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @UserId int | @DealerId nvarchar(max","[UserMaster] | [CrossSellDisposition] | [SMRLead] | [dealersmaster] | [split_string]","","@tbl_dealerID","","","conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[CrossSellDisposition]`, `[SMRLead]`, `[dealersmaster]`, `[split_string]`. Intermediate staging uses `@tbl_dealerID`.","SELECT 6; INSERT 1; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[sp_ZoneandRegionWiseAllocatedDataOutcomeSummary]","CREATE","220545","1","8","@Zone nvarchar(max) | @DealerID nvarchar(max) | @Region nvarchar(max) | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @ServiceType nvarchar(max) | @DealerChannel nvarchar(max) | @UserId bigint=0","[UserMaster] | [ZoneandRegionWiseAllocatedDataOutcomeSummaryReadupdate] | [SMRServiceTypeMaster]","","@tbl_DealerID | @tbl_ChannelD | @tbl_Zone | @tbl_Region | @tbl_DealerChannel | @tbl_ServiceType | @ZoneandRegionWiseAllocatedDataOutcomeSummary","","","conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[ZoneandRegionWiseAllocatedDataOutcomeSummaryReadupdate]`, `[SMRServiceTypeMaster]`. Intermediate staging uses `@tbl_DealerID`, `@tbl_ChannelD`, `@tbl_Zone`, `@tbl_Region`, `@tbl_DealerChannel`, `@tbl_ServiceType`, `@ZoneandRegionWiseAllocatedDataOutcomeSummary`.","SELECT 24; INSERT 8; UPDATE 0; DELETE 0; MERGE 0; EXEC 2"
"[dbo].[sp_ZoneandRegionWiseAllocatedDataOutcomeSummary131024]","CREATE","220853","1","8","@Zone nvarchar(max) | @DealerID nvarchar(max) | @Region nvarchar(max) | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @ServiceType nvarchar(max) | @DealerChannel nvarchar(max) | @UserId bigint=0","[UserMaster] | [ZoneandRegionWiseAllocatedDataOutcomeSummaryReadupdate] | [SMRServiceTypeMaster]","","@tbl_DealerID | @tbl_ChannelD | @tbl_Zone | @tbl_Region | @tbl_DealerChannel | @tbl_ServiceType | @ZoneandRegionWiseAllocatedDataOutcomeSummary","","","conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[ZoneandRegionWiseAllocatedDataOutcomeSummaryReadupdate]`, `[SMRServiceTypeMaster]`. Intermediate staging uses `@tbl_DealerID`, `@tbl_ChannelD`, `@tbl_Zone`, `@tbl_Region`, `@tbl_DealerChannel`, `@tbl_ServiceType`, `@ZoneandRegionWiseAllocatedDataOutcomeSummary`.","SELECT 24; INSERT 8; UPDATE 0; DELETE 0; MERGE 0; EXEC 2"
"[dbo].[sp_ZoneandRegionWiseAllocatedDataOutcomeSummarybackuo]","CREATE","221160","1","8","@Zone nvarchar(max) | @DealerID nvarchar(max) | @Region nvarchar(max) | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @ServiceType nvarchar(max) | @DealerChannel nvarchar(max) | @UserId bigint=0","[UserMaster] | [ZoneandRegionWiseAllocatedDataOutcomeSummaryReadupdate] | [SMRServiceTypeMaster]","","@tbl_DealerID | @tbl_Channel | @tbl_Zone | @tbl_Region | @tbl_DealerChannel | @tbl_ServiceType | @ZoneandRegionWiseAllocatedDataOutcomeSummary","","","conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[ZoneandRegionWiseAllocatedDataOutcomeSummaryReadupdate]`, `[SMRServiceTypeMaster]`. Intermediate staging uses `@tbl_DealerID`, `@tbl_Channel`, `@tbl_Zone`, `@tbl_Region`, `@tbl_DealerChannel`, `@tbl_ServiceType`, `@ZoneandRegionWiseAllocatedDataOutcomeSummary`.","SELECT 18; INSERT 9; UPDATE 0; DELETE 0; MERGE 0; EXEC 2"
"[dbo].[sp_ZoneandRegionWiseProductivityReportSummary]","CREATE","221462","1","9","@Zone nvarchar(max) | @DealerID nvarchar(max) | @Region nvarchar(max) | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @ServiceType nvarchar(max) | @DealerChannel nvarchar(max) | @UserId bigint=0 | @vehicleType int =0","[UserMaster] | [ZoneandRegionWiseAllocatedDataOutcomeReadupdateLastAttempt] | [SMRServiceTypeMaster] | [DealersMaster]","","@tbl_DealerID | @tbl_Zone | @tbl_Region | @tbl_ServiceType | @tbl_ChannelD | @tbl_DealerChannel | @ZoneandRegionWiseAllocatedDataOutcomeReadupdateLastAttempt | @TotalDealer | @TotalUserAchive","","","conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[ZoneandRegionWiseAllocatedDataOutcomeReadupdateLastAttempt]`, `[SMRServiceTypeMaster]`, `[DealersMaster]`. Intermediate staging uses `@tbl_DealerID`, `@tbl_Zone`, `@tbl_Region`, `@tbl_ServiceType`, `@tbl_ChannelD`, `@tbl_DealerChannel`, `@ZoneandRegionWiseAllocatedDataOutcomeReadupdateLastAttempt`, `@TotalDealer`, and 1 more.","SELECT 33; INSERT 11; UPDATE 0; DELETE 0; MERGE 0; EXEC 2"
"[dbo].[sp_ZoneandRegionWiseProductivityReportSummaryback]","CREATE","221880","1","7","@Zone nvarchar(max) | @DealerID nvarchar(max) | @Region nvarchar(max) | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @ServiceType nvarchar(max) | @DealerChannel nvarchar(max","[ZoneandRegionWiseAllocatedDataOutcomeReadupdateLastAttempt] | [SMRServiceTypeMaster] | [DealersMaster] | [UserMaster]","","@tbl_DealerID | @tbl_Channel | @tbl_Zone | @tbl_Region | @tbl_ServiceType | @tbl_DealerChannel | @ZoneandRegionWiseAllocatedDataOutcomeReadupdateLastAttempt | @TotalDealer | @TotalUserAchive","","","aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[ZoneandRegionWiseAllocatedDataOutcomeReadupdateLastAttempt]`, `[SMRServiceTypeMaster]`, `[DealersMaster]`, `[UserMaster]`. Intermediate staging uses `@tbl_DealerID`, `@tbl_Channel`, `@tbl_Zone`, `@tbl_Region`, `@tbl_ServiceType`, `@tbl_DealerChannel`, `@ZoneandRegionWiseAllocatedDataOutcomeReadupdateLastAttempt`, `@TotalDealer`, and 1 more.","SELECT 29; INSERT 9; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[sp_ZoneandRegionWiseProductivityReportSummaryBackup]","CREATE","222142","1","5","@Zone nvarchar(max) | @DealerID nvarchar(max) | @Region nvarchar(max) | @FromDate nvarchar(50) | @ToDate nvarchar(50","[DealersMaster] | [UserDealerMapping] | [UserMaster] | [SMRLead] | [SMRLeadFollowUp]","","@tbl_DealerID | @tbl_Channel | @tbl_Zone | @tbl_Region | @TotalDealer | @TotalUser | @ActiveRegion | @ActiveUser | @Workshops100targetachieved | @Users100attempts | @Users100attemptsAttemptSMainTable | @TBL_TEmp","","","aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[DealersMaster]`, `[UserDealerMapping]`, `[UserMaster]`, `[SMRLead]`, `[SMRLeadFollowUp]`. Intermediate staging uses `@tbl_DealerID`, `@tbl_Channel`, `@tbl_Zone`, `@tbl_Region`, `@TotalDealer`, `@TotalUser`, `@ActiveRegion`, `@ActiveUser`, and 4 more.","SELECT 33; INSERT 12; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[sp_ZoneandRegionWiseProductivityReportSummaryBackupData]","CREATE","222371","1","5","@Zone nvarchar(max) | @DealerID nvarchar(max) | @Region nvarchar(max) | @FromDate nvarchar(50) | @ToDate nvarchar(50","[DealersMaster] | [UserDealerMapping] | [UserMaster] | [SMRLead] | [SMRLeadFollowUp]","","@tbl_DealerID | @tbl_Channel | @tbl_Zone | @tbl_Region | @TotalDealer | @TotalUser | @ActiveRegion | @ActiveUser | @Workshops100targetachieved | @Users100attempts | @Users100attemptsAttemptSMainTable | @TBL_TEmp","","","aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[DealersMaster]`, `[UserDealerMapping]`, `[UserMaster]`, `[SMRLead]`, `[SMRLeadFollowUp]`. Intermediate staging uses `@tbl_DealerID`, `@tbl_Channel`, `@tbl_Zone`, `@tbl_Region`, `@TotalDealer`, `@TotalUser`, `@ActiveRegion`, `@ActiveUser`, and 4 more.","SELECT 33; INSERT 12; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[sp_ZoneandRegionWiseProductivityReportSummarytest]","CREATE","222600","1","5","@Zone nvarchar(max) | @DealerID nvarchar(max) | @Region nvarchar(max) | @FromDate nvarchar(50) | @ToDate nvarchar(50","[DealersMaster] | [ZoneandRegionWiseAllocatedDataOutcomeReadupdateLastAttempt]","","@tbl_DealerID | @tbl_Channel | @tbl_Zone | @tbl_Region | @TotalDealer | @TotalUserAchive","","","aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[DealersMaster]`, `[ZoneandRegionWiseAllocatedDataOutcomeReadupdateLastAttempt]`. Intermediate staging uses `@tbl_DealerID`, `@tbl_Channel`, `@tbl_Zone`, `@tbl_Region`, `@TotalDealer`, `@TotalUserAchive`.","SELECT 25; INSERT 6; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[spAddonPenetration]","CREATE","222792","1","4","@dealerID nvarchar(max)='' | @leadCREID BIGINT = 0 | @FromDate nvarchar(50) = '28-05-2021' | @ToDate nvarchar(50) = '30-05-2021'","[dbo].[InsuranceLead] | [PolicyTypeMaster] | [CampaignMaster] | [PriorityMaster] | [FollowUpLeadStatusMaster]","","@tbl_dealerID","","","conditional branching | temp or staged data handling | write-back processing","Reads and returns data from `[dbo].[InsuranceLead]`, `[PolicyTypeMaster]`, `[CampaignMaster]`, `[PriorityMaster]`, `[FollowUpLeadStatusMaster]`. Intermediate staging uses `@tbl_dealerID`.","SELECT 5; INSERT 1; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[spAppointmentCancellationMaste]","CREATE","222883","1","0","","[AppointmentCancellationMaster]","","","","","read-only retrieval","Reads and returns data from `[AppointmentCancellationMaster]`.","SELECT 1; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[spappointmentcancellationsummaryreport]","CREATE","222899","1","4","@FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max) | @UserId bigint","[UserMaster] | [SMRAppointment] | [Smrlead] | [SMRServiceTypeMaster] | [SMRAppointmentTypeMaster]","","@tbl_dealerID | @TBL","","","conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[SMRAppointment]`, `[Smrlead]`, `[SMRServiceTypeMaster]`, `[SMRAppointmentTypeMaster]`. Intermediate staging uses `@tbl_dealerID`, `@TBL`.","SELECT 11; INSERT 4; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[spArchiveJCOpendata]","CREATE","223037","1","0","","[VehicleReportedExcelImport] | [DealersMaster] | [RealTimeEventSMRDumpStore] | [SmartEyeSummaryDump_Archive] | [Smarteye] | [SmarteyeDumpArchive]","[SmartEyeSummaryDump_Archive] | [SmarteyeDumpArchive] | [Smarteye]","@TBLRealtimeData","","[dbo].[getdate]","aggregation/reporting logic | temp or staged data handling | write-back processing","Reads data from `[VehicleReportedExcelImport]`, `[DealersMaster]`, `[RealTimeEventSMRDumpStore]`, `[SmartEyeSummaryDump_Archive]`, `[Smarteye]`, `[SmarteyeDumpArchive]` and persists results to `[SmartEyeSummaryDump_Archive]`, `[SmarteyeDumpArchive]`, `[Smarteye]`. Intermediate staging uses `@TBLRealtimeData`.","SELECT 5; INSERT 4; UPDATE 2; DELETE 2; MERGE 0; EXEC 0"
"[dbo].[spArchiveJCOpendataFebDataARCH]","CREATE","223194","1","0","","[VehicleReportedExcelImport] | [DealersMaster] | [Smarteye]","[SmartEyeSummaryDump_Archive] | [SmarteyeDumpArchive] | [Smarteye]","","","[dbo].[getdate]","aggregation/reporting logic | write-back processing","Reads data from `[VehicleReportedExcelImport]`, `[DealersMaster]`, `[Smarteye]` and persists results to `[SmartEyeSummaryDump_Archive]`, `[SmarteyeDumpArchive]`, `[Smarteye]`.","SELECT 2; INSERT 2; UPDATE 1; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[spAuthenticationandealerInfo]","CREATE","223304","1","3","@UserName nvarchar(100)='' | @Email nvarchar(100)='' | @ProcessName nvarchar(50) =''","[UserMaster] | [DealersMaster]","","","","","conditional branching | read-only retrieval","Reads and returns data from `[UserMaster]`, `[DealersMaster]`.","SELECT 3; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[spBulkVehicleCount]","CREATE","223370","1","4","@dealerID nvarchar(max)='' | @leadCREID BIGINT = 0 | @FromDate nvarchar(50) = '28-05-2021' | @ToDate nvarchar(50) = '30-05-2021'","[CRMDB_DEV].[dbo].[InsuranceLead] | [PolicyTypeMaster] | [CampaignMaster] | [PriorityMaster] | [FollowUpLeadStatusMaster]","","@tbl_dealerID","","","conditional branching | temp or staged data handling | write-back processing","Reads and returns data from `[CRMDB_DEV].[dbo].[InsuranceLead]`, `[PolicyTypeMaster]`, `[CampaignMaster]`, `[PriorityMaster]`, `[FollowUpLeadStatusMaster]`. Intermediate staging uses `@tbl_dealerID`.","SELECT 5; INSERT 1; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[spBusinesslineMaster]","CREATE","223460","1","0","","[BusinesslineMaster]","","","","","read-only retrieval","Reads and returns data from `[BusinesslineMaster]`.","SELECT 1; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[spBussinessAppointmentConversionMTD]","CREATE","223473","1","5","@dealerID nvarchar(max) | @CampaignCategoryId int=1 | @LeadCCMId bigint=0 | @FromDate nvarchar(50) = '01-May-2021' | @ToDate nvarchar(50) = '31-May-2024'","[dbo].[SMRAppointment] | [dbo].[SMRLead] | [dbo].[CampaignMaster] | [dbo].[SMRAppointmentTypeMaster]","","@tbl_dealerID | @tbl_SumOfData","","","conditional branching | temp or staged data handling | write-back processing","Reads and returns data from `[dbo].[SMRAppointment]`, `[dbo].[SMRLead]`, `[dbo].[CampaignMaster]`, `[dbo].[SMRAppointmentTypeMaster]`. Intermediate staging uses `@tbl_dealerID`, `@tbl_SumOfData`.","SELECT 7; INSERT 3; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[spCallAgentRequest]","CREATE","223536","1","1","@caller_id_number nvarchar(max)=''","","","","","","read-only retrieval","Reads and returns data from input parameters and internal expressions.","SELECT 1; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[spCallAgentRequestGetResponce]","CREATE","223578","1","1","@caller_id_number nvarchar(max)=''","","","","","","read-only retrieval","Reads and returns data from input parameters and internal expressions.","SELECT 1; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[spCallAgentRequestJson]","CREATE","223619","1","1","@jsondata nvarchar(max)=''","","[logjsondata]","","","","write-back processing","Reads data from input parameters and internal expressions and persists results to `[logjsondata]`.","SELECT 1; INSERT 1; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[spCallBackWANotification]","CREATE","223640","1","1","@WaId nvarchar(max)=''","[WhatsAppToday] | [SocketUserMaster] | [SMRLead]","","","","","read-only retrieval","Reads and returns data from `[WhatsAppToday]`, `[SocketUserMaster]`, `[SMRLead]`.","SELECT 1; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SpCallHangupSubmit]","CREATE","223671","1","1","@call_id nvarchar(150)=''","","[DialerCallToday]","","","[dbo].[GetDate]","write-back processing","Reads data from input parameters and internal expressions and persists results to `[DialerCallToday]`.","SELECT 1; INSERT 0; UPDATE 1; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[spcallingmobile]","CREATE","223718","1","5","@mobileno varchar(300) | @vin varchar(300) | @regno varchar(300) | @vinModelDescription varchar(300) | @vinVariantDescription varchar(300","","[callingmobile]","","","","write-back processing","Reads data from input parameters and internal expressions and persists results to `[callingmobile]`.","SELECT 0; INSERT 1; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[spCampaignCategoryMater]","CREATE","223739","1","0","","[CampaignCategoryMater]","","","","","read-only retrieval","Reads and returns data from `[CampaignCategoryMater]`.","SELECT 1; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[spCampaignCreationLeadList]","CREATE","223751","1","12","@LeadCSMID bigint | @dealerID nvarchar(max) | @AlreadyInLiveCampaignId int=0 | @ModelName nvarchar(50) | @ChannelId nvarchar(max) | @CampaignTypeId nvarchar(max)='' | @StandardPullFactorId nvarchar(200) | @DueServiceType nvarchar(200) | @FromServiceDueDate nvarchar(20) | @ToServiceDueDate nvarchar(20) | @FromSaleDate nvarchar(20) | @ToSaleDate nvarchar(20","[dbo].[financialyearDate] | [CampaignMaster] | [SMRLead] | [DealersMaster] | [FollowUpLeadStatusMaster] | [SMRServiceTypeMaster] | [ChannelMaster] | [CustomerCategoryMaster] | [FuelTypeMaster] | [SMRVehicleTypeMaster] | [SMRCustomerTypeMaster] | [DPSStagingSMRInt]","","@tbl_dealerID | @tbl_ChannelId | @tbl_ModelName | @tbl_DueServiceType","","[dbo].[getdate] | [dbo].[financialyearDate] | [dbo].[udfGetNumericfromstring]","conditional branching | temp or staged data handling | write-back processing","Reads and returns data from `[dbo].[financialyearDate]`, `[CampaignMaster]`, `[SMRLead]`, `[DealersMaster]`, `[FollowUpLeadStatusMaster]`, `[SMRServiceTypeMaster]`, `[ChannelMaster]`, `[CustomerCategoryMaster]`, `[FuelTypeMaster]`, `[SMRVehicleTypeMaster]`, and 2 more. Intermediate staging uses `@tbl_dealerID`, `@tbl_ChannelId`, `@tbl_ModelName`, `@tbl_DueServiceType`.","SELECT 20; INSERT 4; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SPCentralizedOperationsParent]","CREATE","224207","1","0","","[CentralizedOperationsParent]","","","[DuplicateLeadRemoveIndusPremsons]","","iterative processing | read-only retrieval","Reads and returns data from `[CentralizedOperationsParent]`. The procedure also calls `[DuplicateLeadRemoveIndusPremsons]`.","SELECT 2; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 1"
"[dbo].[spChannelMaster]","CREATE","224236","1","0","","[ChannelMaster]","","","","","read-only retrieval","Reads and returns data from `[ChannelMaster]`.","SELECT 1; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[spCheckCCPSendWhatsMessage]","CREATE","224249","1","1","@OldMessageId nvarchar(200","[CCPSendTemplate] | [CCPBlaster]","","","","","read-only retrieval","Reads and returns data from `[CCPSendTemplate]`, `[CCPBlaster]`.","SELECT 3; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[Spcheckjourneyformeligibility]","CREATE","224270","1","2","@ProductInterestedLeadsId int = 0 | @OTP nvarchar(10) = null","[CustomerJourneyOTPLink]","","","","","conditional branching | read-only retrieval","Reads and returns data from `[CustomerJourneyOTPLink]`.","SELECT 3; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[spCheckSendWhatsMessage]","CREATE","224305","1","1","@OldMessageId nvarchar(200","[BlasterSendTemplate] | [PSFBlaster]","","","","","read-only retrieval","Reads and returns data from `[BlasterSendTemplate]`, `[PSFBlaster]`.","SELECT 3; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
