"procedure_name","definition_type","line_number","duplicate_occurrences","parameter_count","parameters","source_tables","write_targets","local_staging_objects","called_procedures","user_functions","logic_profile","data_flow_summary","statement_counts"
"[dbo].[SMRAppointmentFormarutiresidualPayloadmongodigitallead]","CREATE","83395","1","40","@LeadId nvarchar(max) | @LeadCREID bigint | @SMRCallResultDispostionID int | @SMRCallDispostionID int | @CCERemark nvarchar(500) | @CustomerVOC nvarchar(500) | @OdometerReading int | @CustomerFollowUpNumber nvarchar(12) | @SMRAppointmentDate nvarchar(30) | @ServiceAdvisorName nvarchar(100) | @ServiceAdvisorNumber nvarchar(20) | @DriverName nvarchar(100) | @DriverNumber nvarchar(20) | @WorkShopName nvarchar(100) | @PartDiscountPercentage decimal(18,0) | @PartDiscountAmount decimal(18,0) | @LabourDiscountPercentage decimal(18,0) | @LabourDiscountAmount decimal(18,0) | @IsPickUp bit | @PickUpPoint nvarchar(200) | @ServicePoint nvarchar(200) | @DropPoint nvarchar(200) | @PreferredPickUpTime nvarchar(200) | @PreferredDropTime nvarchar(200) | @SMRAppointmentTypeId int | @slotCode nvarchar(100) | @slotTimeCode nvarchar(100) | @regNo nvarchar(100) | @MMSvehicleNo nvarchar(100) | @pickUpLoc nvarchar(100) | @dropLoc nvarchar(100) | @pickUpRemarks nvarchar(100) | @remarkNonPrevSa nvarchar(300) | @demandJobs nvarchar(300) | @dropDriver nvarchar(300) | @pickUpTypeId int | @currentSaCode nvarchar(50) | @dropdate nvarchar(150) ='' | @DealerCheckId int | @SMRAppointmentID int","[PickDropMaster] | [AreaMasterCheck] | [SMRAppointment] | [DealersMaster] | [SMRServiceTypeMaster] | [SMRAppointmentTypeMaster]","","","","[dbo].[RemoveSpecial]","try/catch error handling | transaction control | conditional branching | read-only retrieval","Reads and returns data from `[PickDropMaster]`, `[AreaMasterCheck]`, `[SMRAppointment]`, `[DealersMaster]`, `[SMRServiceTypeMaster]`, `[SMRAppointmentTypeMaster]`.","SELECT 5; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SMRAppointmentFormarutiresidualPayloadWelcomeCall]","CREATE","83573","1","41","@LeadId nvarchar(200) | @LeadCREID bigint | @SMRCallResultDispostionID int | @SMRCallDispostionID int | @CCERemark nvarchar(500) | @CustomerVOC nvarchar(500) | @OdometerReading int | @CustomerFollowUpNumber nvarchar(12) | @SMRAppointmentDate datetime | @ServiceAdvisorName nvarchar(100) | @ServiceAdvisorNumber nvarchar(20) | @DriverName nvarchar(100) | @DriverNumber nvarchar(20) | @WorkShopName nvarchar(100) | @PartDiscountPercentage decimal(18,0) | @PartDiscountAmount decimal(18,0) | @LabourDiscountPercentage decimal(18,0) | @LabourDiscountAmount decimal(18,0) | @IsPickUp bit | @PickUpPoint nvarchar(200) | @ServicePoint nvarchar(200) | @DropPoint nvarchar(200) | @PreferredPickUpTime nvarchar(200) | @PreferredDropTime nvarchar(200) | @SMRAppointmentTypeId int | @slotCode nvarchar(100) | @slotTimeCode nvarchar(100) | @regNo nvarchar(100) | @MMSvehicleNo nvarchar(100) | @pickUpLoc nvarchar(100) | @dropLoc nvarchar(100) | @pickUpRemarks nvarchar(100) | @remarkNonPrevSa nvarchar(300) | @demandJobs nvarchar(300) | @dropDriver nvarchar(300) | @pickUpTypeId int | @currentSaCode nvarchar(50) | @dropdate nvarchar(150) ='' | @DealerID int | @DMSAppointmentNumber nvarchar(200) | @PreSMRAppointmentDate nvarchar(50)","[PickDropMaster] | [AreaMasterCheck] | [SMRAppointmentTypeMaster] | [SMRServiceTypeMaster] | [DealersMaster]","","","","[dbo].[RemoveSpecial]","try/catch error handling | transaction control | conditional branching | read-only retrieval","Reads and returns data from `[PickDropMaster]`, `[AreaMasterCheck]`, `[SMRAppointmentTypeMaster]`, `[SMRServiceTypeMaster]`, `[DealersMaster]`.","SELECT 7; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SMRContactNo]","CREATE","83752","1","0","","","","","","","general stored procedure logic","Reads and returns data from input parameters and internal expressions.","SELECT 0; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SMrDueDateReportTransterinMongo]","CREATE","83771","1","0","","[SMRLead] | [SMRServiceTypeMaster] | [CallResultDespositionMaster] | [CampaignMaster] | [CorporateMaster] | [DealersMaster] | [UserMaster] | [SMRCallDispositionMaster] | [FollowUpLeadStatusMaster] | [FuelTypeMaster] | [SMRAppointment] | [SMRAppointmentTypeMaster] | [SMRAppointmentStatusMaster] | [PickDropMaster] | [SMRRefuseForService] | [SMRRefuseForServiceMaster] | [SMROperationDetails] | [ChannelMaster] | [SMRVehicleTypeMaster] | [AreaMaster]","","","","","read-only retrieval","Reads and returns data from `[SMRLead]`, `[SMRServiceTypeMaster]`, `[CallResultDespositionMaster]`, `[CampaignMaster]`, `[CorporateMaster]`, `[DealersMaster]`, `[UserMaster]`, `[SMRCallDispositionMaster]`, `[FollowUpLeadStatusMaster]`, `[FuelTypeMaster]`, and 10 more.","SELECT 1; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SMrDueDateReportTransterinMongoN]","CREATE","84109","1","0","","[SMRLead] | [SMRServiceTypeMaster] | [CallResultDespositionMaster] | [CampaignMaster] | [CorporateMaster] | [DealersMaster] | [UserMaster] | [SMRCallDispositionMaster] | [FollowUpLeadStatusMaster] | [FuelTypeMaster] | [SMRAppointment] | [SMRAppointmentTypeMaster] | [SMRAppointmentStatusMaster] | [PickDropMaster] | [SMRRefuseForService] | [SMRRefuseForServiceMaster] | [SMROperationDetails] | [ChannelMaster] | [SMRVehicleTypeMaster] | [AreaMaster]","","","","","read-only retrieval","Reads and returns data from `[SMRLead]`, `[SMRServiceTypeMaster]`, `[CallResultDespositionMaster]`, `[CampaignMaster]`, `[CorporateMaster]`, `[DealersMaster]`, `[UserMaster]`, `[SMRCallDispositionMaster]`, `[FollowUpLeadStatusMaster]`, `[FuelTypeMaster]`, and 10 more.","SELECT 1; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[Smrduedaywisesummaryreport_bak21feb2025]","CREATE","84823","1","8","@UserId bigint | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max) | @dataType nvarchar(50)='' | @VehicleChannel int | @vehicleType int =0 | @vehicleage int = 0","[UserMaster] | [VehicleTypemaster] | [Smrlead] | [SMRVehicleTypeMaster] | [SMRLead_ReportedRefuse] | [DealersMaster]","","@tbl_dealerID | @Leadid","","","conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[VehicleTypemaster]`, `[Smrlead]`, `[SMRVehicleTypeMaster]`, `[SMRLead_ReportedRefuse]`, `[DealersMaster]`. Intermediate staging uses `@tbl_dealerID`, `@Leadid`.","SELECT 18; INSERT 9; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[Smrduedaywisesummaryreport]","CREATE","84447","1","8","@UserId bigint | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max) | @dataType nvarchar(50)='' | @VehicleChannel int | @vehicleType int =0 | @vehicleage int = 0","[UserMaster] | [VehicleTypemaster] | [Smrlead] | [SMRVehicleTypeMaster] | [CustomerFollowUpStatusMaster] | [SMRLead_ReportedRefuse] | [DealersMaster]","","@tbl_dealerID | @Leadid","","","conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[VehicleTypemaster]`, `[Smrlead]`, `[SMRVehicleTypeMaster]`, `[CustomerFollowUpStatusMaster]`, `[SMRLead_ReportedRefuse]`, `[DealersMaster]`. Intermediate staging uses `@tbl_dealerID`, `@Leadid`.","SELECT 18; INSERT 9; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SmrduedaywisesummaryreportcREATEoN]","CREATE","85146","1","6","@UserId bigint | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max) | @dataType nvarchar(50)='' | @VehicleChannel int","[UserMaster] | [SMRLead] | [SMRServiceTypeMaster] | [SMRLeadFollowUp] | [SMRCallDispositionMaster] | [SMRBOTCallStatusMaster] | [DealersMaster]","","@tbl_dealerID","","[dbo].[GetDate]","conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[SMRLead]`, `[SMRServiceTypeMaster]`, `[SMRLeadFollowUp]`, `[SMRCallDispositionMaster]`, `[SMRBOTCallStatusMaster]`, `[DealersMaster]`. Intermediate staging uses `@tbl_dealerID`.","SELECT 5; INSERT 1; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[Smrduedealerparetwisesummaryreport_bak]","CREATE","85715","1","6","@UserId bigint | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max) | @dataType nvarchar(50)='' | @VehicleChannel int","[UserMaster] | [SMrLeadHistory] | [DealersMaster] | [DealersMasterNotIn]","","@tbl_dealerID | @TBLS","","[dbo].[GetDate]","conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[SMrLeadHistory]`, `[DealersMaster]`, `[DealersMasterNotIn]`. Intermediate staging uses `@tbl_dealerID`, `@TBLS`.","SELECT 8; INSERT 1; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[Smrduedealerparetwisesummaryreport_bak21feb2025]","CREATE","85934","1","8","@UserId bigint | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max) | @dataType int = 0 | @VehicleChannel int | @vehicleType int =0 | @vehicleage int = 0","[UserMaster] | [VehicleTypemaster] | [Smrlead] | [SMRVehicleTypeMaster] | [SMRLead_ReportedRefuse] | [DealersMaster]","","@tbl_dealerID | @Leadid","","","conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[VehicleTypemaster]`, `[Smrlead]`, `[SMRVehicleTypeMaster]`, `[SMRLead_ReportedRefuse]`, `[DealersMaster]`. Intermediate staging uses `@tbl_dealerID`, `@Leadid`.","SELECT 18; INSERT 9; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[Smrduedealerparetwisesummaryreport]","CREATE","85290","1","8","@UserId bigint | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max) | @dataType int = 0 | @VehicleChannel int | @vehicleType int =0 | @vehicleage int = 0","[UserMaster] | [VehicleTypemaster] | [Smrlead] | [SMRVehicleTypeMaster] | [CustomerFollowUpStatusMaster] | [DealersMaster] | [SMRLead_ReportedRefuse]","","@tbl_dealerID | @Leadid","","","conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[VehicleTypemaster]`, `[Smrlead]`, `[SMRVehicleTypeMaster]`, `[CustomerFollowUpStatusMaster]`, `[DealersMaster]`, `[SMRLead_ReportedRefuse]`. Intermediate staging uses `@tbl_dealerID`, `@Leadid`.","SELECT 18; INSERT 9; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[smrdueservicetypewisereport]","CREATE","86283","1","7","@UserId bigint | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max) | @dataType nvarchar(50)='' | @VehicleChannel int | @vehicleType int =0","[UserMaster] | [VehicleTypemaster] | [SMRLead] | [SMRServiceTypeMaster] | [SMRLeadFollowUp] | [SMRCallDispositionMaster] | [SMRBOTCallStatusMaster] | [DealersMaster] | [SMRVehicleTypeMaster]","","@tbl_dealerID","","[dbo].[GetDate]","conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[VehicleTypemaster]`, `[SMRLead]`, `[SMRServiceTypeMaster]`, `[SMRLeadFollowUp]`, `[SMRCallDispositionMaster]`, `[SMRBOTCallStatusMaster]`, `[DealersMaster]`, `[SMRVehicleTypeMaster]`. Intermediate staging uses `@tbl_dealerID`.","SELECT 6; INSERT 1; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[Smrdueworkshopwisesummaryreport_bak21Feb2025]","CREATE","86852","1","8","@UserId bigint | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max) | @dataType nvarchar(50)='' | @VehicleChannel int | @vehicleType int =0 | @vehicleage int = 0","[UserMaster] | [VehicleTypemaster] | [Smrlead] | [SMRVehicleTypeMaster] | [SMRLead_ReportedRefuse] | [DealersMaster]","","@tbl_dealerID | @Leadid","","","conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[VehicleTypemaster]`, `[Smrlead]`, `[SMRVehicleTypeMaster]`, `[SMRLead_ReportedRefuse]`, `[DealersMaster]`. Intermediate staging uses `@tbl_dealerID`, `@Leadid`.","SELECT 18; INSERT 9; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[Smrdueworkshopwisesummaryreport]","CREATE","86425","1","8","@UserId bigint | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max) | @dataType nvarchar(50)='' | @VehicleChannel int | @vehicleType int =0 | @vehicleage int = 0","[UserMaster] | [VehicleTypemaster] | [Smrlead] | [SMRVehicleTypeMaster] | [CustomerFollowUpStatusMaster] | [SMRLead_ReportedRefuse] | [DealersMaster]","","@tbl_dealerID | @Leadid","","","conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[VehicleTypemaster]`, `[Smrlead]`, `[SMRVehicleTypeMaster]`, `[CustomerFollowUpStatusMaster]`, `[SMRLead_ReportedRefuse]`, `[DealersMaster]`. Intermediate staging uses `@tbl_dealerID`, `@Leadid`.","SELECT 18; INSERT 9; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[Smrduezoneandregionwisesummaryreport]","CREATE","87204","1","8","@UserId bigint | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max) | @dataType int = 0 | @VehicleChannel int | @vehicleage int = 0 | @vehicleType int = 0","[UserMaster] | [VehicleTypemaster] | [Smrlead] | [SMRVehicleTypeMaster] | [SMRLead_ReportedRefuse] | [DealersMaster]","","@tbl_dealerID | @Leadid","","[dbo].[getdate]","conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[VehicleTypemaster]`, `[Smrlead]`, `[SMRVehicleTypeMaster]`, `[SMRLead_ReportedRefuse]`, `[DealersMaster]`. Intermediate staging uses `@tbl_dealerID`, `@Leadid`.","SELECT 13; INSERT 7; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SMRLeadHistoryInsertMinutesUpdateData]","CREATE","87486","1","0","","[SMRLeadHistory] | [SMRLead] | [SMRServiceTypeMaster] | [CallResultDespositionMaster] | [DealersMaster] | [UserMaster] | [SMRCallDispositionMaster] | [FollowUpLeadStatusMaster] | [FuelTypeMaster] | [SMRAppointment] | [SMRAppointmentTypeMaster] | [SMRRefuseForService] | [SMRRefuseForServiceMaster] | [SMROperationDetails] | [ChannelMaster] | [SMRVehicleTypeMaster] | [AreaMaster]","[SMRLeadHistory]","@LeadTemp | @LeadTempInsertLead | @LeadTempUpdateLead","","[dbo].[getdate]","conditional branching | temp or staged data handling | write-back processing","Reads data from `[SMRLeadHistory]`, `[SMRLead]`, `[SMRServiceTypeMaster]`, `[CallResultDespositionMaster]`, `[DealersMaster]`, `[UserMaster]`, `[SMRCallDispositionMaster]`, `[FollowUpLeadStatusMaster]`, `[FuelTypeMaster]`, `[SMRAppointment]`, and 7 more and persists results to `[SMRLeadHistory]`. Intermediate staging uses `@LeadTemp`, `@LeadTempInsertLead`, `@LeadTempUpdateLead`.","SELECT 9; INSERT 4; UPDATE 1; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SMRLeadHistoryInsertUpdate15Minutes]","CREATE","88174","1","0","","[SMRAppointmentMaxFollowup] | [SMRLeadFollowUp] | [SMRLeadHistory] | [SMRLead] | [SMRServiceTypeMaster] | [CallResultDespositionMaster] | [DealersMaster] | [UserMaster] | [SMRCallDispositionMaster] | [FollowUpLeadStatusMaster] | [FuelTypeMaster] | [SMRAppointment] | [SMRAppointmentTypeMaster] | [SMRRefuseForService] | [SMRRefuseForServiceMaster] | [SMROperationDetails] | [ChannelMaster] | [SMRVehicleTypeMaster] | [AreaMaster]","[SMRLeadHistory] | [SMRAppointmentMaxFollowup]","@LeadAPPTTemp | @LeadTemp | @LeadTempInsertLead | @LeadTempUpdateLead | @MaxLeadTBL","","","conditional branching | temp or staged data handling | write-back processing","Reads data from `[SMRAppointmentMaxFollowup]`, `[SMRLeadFollowUp]`, `[SMRLeadHistory]`, `[SMRLead]`, `[SMRServiceTypeMaster]`, `[CallResultDespositionMaster]`, `[DealersMaster]`, `[UserMaster]`, `[SMRCallDispositionMaster]`, `[FollowUpLeadStatusMaster]`, and 9 more and persists results to `[SMRLeadHistory]`, `[SMRAppointmentMaxFollowup]`. Intermediate staging uses `@LeadAPPTTemp`, `@LeadTemp`, `@LeadTempInsertLead`, `@LeadTempUpdateLead`, `@MaxLeadTBL`.","SELECT 18; INSERT 6; UPDATE 2; DELETE 1; MERGE 0; EXEC 0"
"[dbo].[SMRLeadInsertIntoMongo]","CREATE","89142","1","0","","[SMRLead]","[SMRLead]","@Table","","","temp or staged data handling | write-back processing","Reads data from `[SMRLead]` and persists results to `[SMRLead]`. Intermediate staging uses `@Table`.","SELECT 3; INSERT 1; UPDATE 1; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SMRMobAppointmentDetails]","CREATE","89290","1","1","@LeadId bigint","[SMRLead] | [SMRAppointment] | [SMRLeadFollowUp]","","","","[dbo].[GetDate]","read-only retrieval","Reads and returns data from `[SMRLead]`, `[SMRAppointment]`, `[SMRLeadFollowUp]`.","SELECT 1; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SMSHistoryTransferinMongo]","CREATE","89379","1","0","","","","","","","general stored procedure logic","Reads and returns data from input parameters and internal expressions.","SELECT 0; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SMSHistoryTransferinMongo15mt]","CREATE","89441","1","1","@SMSID int","[SMSHistory] | [SMRLead] | [UserMaster] | [DealersMaster] | [CustomerFollowUpStatusMaster] | [CampaignMaster] | [SMRServiceTypeMaster]","","","","","read-only retrieval","Reads and returns data from `[SMSHistory]`, `[SMRLead]`, `[UserMaster]`, `[DealersMaster]`, `[CustomerFollowUpStatusMaster]`, `[CampaignMaster]`, `[SMRServiceTypeMaster]`.","SELECT 1; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SMSHistoryTransferinMongonew]","CREATE","89507","1","0","","[SMSHistory] | [SMRLead] | [UserMaster] | [DealersMaster] | [CustomerFollowUpStatusMaster] | [CampaignMaster] | [SMRServiceTypeMaster]","","","","[dbo].[GETDATE]","read-only retrieval","Reads and returns data from `[SMSHistory]`, `[SMRLead]`, `[UserMaster]`, `[DealersMaster]`, `[CustomerFollowUpStatusMaster]`, `[CampaignMaster]`, `[SMRServiceTypeMaster]`.","SELECT 1; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[smssummarydataarchivejob]","CREATE","89568","1","0","","[SMSHistory] | [smrlead] | [SMRLead_ReportedRefuse] | [DealersMaster] | [SMRServiceTypeMaster] | [usermaster]","[smssummaryarchivedata]","","","[dbo].[getdate]","aggregation/reporting logic | write-back processing","Reads data from `[SMSHistory]`, `[smrlead]`, `[SMRLead_ReportedRefuse]`, `[DealersMaster]`, `[SMRServiceTypeMaster]`, `[usermaster]` and persists results to `[smssummaryarchivedata]`.","SELECT 2; INSERT 1; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[sp_activatedialer]","CREATE","89652","1","1","@username nvarchar(100","[usermaster] | [DialerUsesAutorizationSummary] | [DialerUsesAutorizationDetail]","[dbo].[DialerUsesAutorizationDetail] | [dbo].[DialerUsesAutorizationSummary] | [UserMaster]","","","[Dbo].[getdate]","try/catch error handling | transaction control | conditional branching | write-back processing","Reads data from `[usermaster]`, `[DialerUsesAutorizationSummary]`, `[DialerUsesAutorizationDetail]` and persists results to `[dbo].[DialerUsesAutorizationDetail]`, `[dbo].[DialerUsesAutorizationSummary]`, `[UserMaster]`.","SELECT 8; INSERT 3; UPDATE 2; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[sp_activateinactiveuserlogin]","CREATE","89774","1","3","@UserId Bigint | @LoginStatus bit | @createdBy int = 0","","[UserdeactivationlogTemp] | [UserMaster]","","","[Dbo].[GetDate]","try/catch error handling | transaction control | conditional branching | write-back processing","Reads data from input parameters and internal expressions and persists results to `[UserdeactivationlogTemp]`, `[UserMaster]`.","SELECT 2; INSERT 1; UPDATE 1; DELETE 0; MERGE 0; EXEC 0"
